,0,1
0,511.0,484.0
1,511.0,440.0
2,511.0,403.0
3,511.0,366.0
4,511.0,355.0
5,511.0,292.0
6,511.0,225.0
7,511.0,195.0
8,511.0,182.0
9,511.0,171.0
10,511.0,140.0
11,511.0,98.0
12,511.0,88.0
13,511.0,78.0
14,511.0,68.0
15,511.0,48.0
16,511.0,0.0
17,509.0,109.0
18,509.0,21.0
19,508.0,162.0
20,508.0,151.0
21,508.0,57.0
22,507.0,496.0
23,507.0,464.0
24,507.0,348.0
25,507.0,237.0
26,507.0,206.0
27,506.0,506.0
28,506.0,476.0
29,506.0,315.0
30,506.0,305.0
31,506.0,269.0
32,506.0,216.0
33,506.0,131.0
34,506.0,120.0
35,506.0,40.0
36,505.0,418.0
37,505.0,393.0
38,505.0,326.0
39,505.0,247.0
40,504.0,454.0
41,504.0,382.0
42,504.0,371.0
43,504.0,338.0
44,504.0,282.0
45,503.0,257.0
46,503.0,183.0
47,503.0,11.0
48,502.0,485.0
49,502.0,90.0
50,502.0,77.0
51,501.0,428.0
52,501.0,408.0
53,501.0,193.0
54,501.0,171.0
55,501.0,103.0
56,501.0,66.0
57,501.0,29.0
58,500.0,440.0
59,500.0,362.0
60,500.0,50.0
61,499.0,294.0
62,499.0,143.0
63,498.0,226.0
64,497.0,470.0
65,497.0,215.0
66,497.0,202.0
67,497.0,155.0
68,497.0,124.0
69,496.0,511.0
70,496.0,350.0
71,496.0,328.0
72,496.0,318.0
73,496.0,306.0
74,496.0,273.0
75,496.0,238.0
76,496.0,113.0
77,496.0,19.0
78,495.0,493.0
79,495.0,421.0
80,495.0,400.0
81,495.0,250.0
82,495.0,58.0
83,495.0,40.0
84,494.0,460.0
85,494.0,450.0
86,494.0,376.0
87,494.0,283.0
88,494.0,179.0
89,494.0,134.0
90,493.0,480.0
91,493.0,388.0
92,493.0,339.0
93,493.0,262.0
94,493.0,76.0
95,493.0,8.0
96,492.0,98.0
97,491.0,436.0
98,491.0,410.0
99,491.0,190.0
100,491.0,166.0
101,491.0,89.0
102,490.0,28.0
103,489.0,502.0
104,489.0,359.0
105,488.0,200.0
106,488.0,108.0
107,488.0,47.0
108,487.0,470.0
109,487.0,323.0
110,487.0,302.0
111,487.0,233.0
112,487.0,149.0
113,487.0,122.0
114,487.0,67.0
115,486.0,370.0
116,486.0,292.0
117,486.0,220.0
118,486.0,210.0
119,485.0,426.0
120,485.0,397.0
121,485.0,383.0
122,485.0,347.0
123,485.0,266.0
124,485.0,242.0
125,485.0,137.0
126,485.0,17.0
127,484.0,488.0
128,484.0,461.0
129,484.0,446.0
130,484.0,332.0
131,484.0,279.0
132,484.0,254.0
133,484.0,159.0
134,484.0,36.0
135,483.0,311.0
136,483.0,183.0
137,483.0,173.0
138,483.0,88.0
139,483.0,4.0
140,482.0,413.0
141,482.0,76.0
142,482.0,56.0
143,481.0,436.0
144,481.0,356.0
145,480.0,508.0
146,480.0,497.0
147,480.0,100.0
148,479.0,478.0
149,478.0,287.0
150,478.0,227.0
151,478.0,195.0
152,478.0,149.0
153,478.0,22.0
154,477.0,376.0
155,477.0,321.0
156,477.0,299.0
157,477.0,246.0
158,477.0,165.0
159,477.0,128.0
160,477.0,118.0
161,477.0,109.0
162,477.0,45.0
163,476.0,402.0
164,476.0,364.0
165,476.0,340.0
166,476.0,275.0
167,476.0,215.0
168,475.0,453.0
169,475.0,421.0
170,475.0,388.0
171,475.0,264.0
172,475.0,206.0
173,475.0,83.0
174,475.0,63.0
175,475.0,32.0
176,474.0,466.0
177,473.0,443.0
178,473.0,12.0
179,472.0,412.0
180,472.0,309.0
181,472.0,235.0
182,472.0,187.0
183,472.0,140.0
184,472.0,94.0
185,472.0,0.0
186,471.0,499.0
187,471.0,485.0
188,471.0,431.0
189,471.0,176.0
190,471.0,74.0
191,470.0,352.0
192,470.0,331.0
193,470.0,254.0
194,469.0,511.0
195,469.0,286.0
196,469.0,222.0
197,469.0,197.0
198,468.0,318.0
199,468.0,162.0
200,468.0,148.0
201,468.0,125.0
202,468.0,104.0
203,468.0,50.0
204,468.0,23.0
205,467.0,475.0
206,467.0,394.0
207,467.0,383.0
208,467.0,372.0
209,467.0,342.0
210,467.0,37.0
211,466.0,298.0
212,466.0,266.0
213,465.0,462.0
214,465.0,245.0
215,465.0,211.0
216,465.0,60.0
217,464.0,491.0
218,464.0,421.0
219,464.0,407.0
220,464.0,6.0
221,463.0,451.0
222,463.0,360.0
223,463.0,277.0
224,463.0,114.0
225,463.0,85.0
226,462.0,502.0
227,462.0,136.0
228,461.0,430.0
229,461.0,328.0
230,461.0,309.0
231,461.0,188.0
232,461.0,73.0
233,460.0,441.0
234,460.0,237.0
235,460.0,175.0
236,460.0,96.0
237,459.0,228.0
238,459.0,201.0
239,459.0,51.0
240,459.0,16.0
241,458.0,482.0
242,458.0,471.0
243,458.0,392.0
244,458.0,349.0
245,458.0,287.0
246,458.0,40.0
247,458.0,28.0
248,457.0,415.0
249,457.0,337.0
250,457.0,267.0
251,457.0,217.0
252,457.0,165.0
253,457.0,156.0
254,457.0,121.0
255,456.0,402.0
256,456.0,381.0
257,456.0,370.0
258,456.0,296.0
259,456.0,255.0
260,456.0,145.0
261,456.0,108.0
262,455.0,63.0
263,454.0,509.0
264,454.0,459.0
265,453.0,319.0
266,453.0,247.0
267,453.0,132.0
268,453.0,77.0
269,453.0,0.0
270,452.0,497.0
271,452.0,360.0
272,452.0,209.0
273,452.0,194.0
274,451.0,425.0
275,451.0,277.0
276,451.0,182.0
277,451.0,89.0
278,450.0,487.0
279,450.0,436.0
280,450.0,329.0
281,450.0,309.0
282,450.0,12.0
283,449.0,469.0
284,449.0,449.0
285,449.0,234.0
286,449.0,99.0
287,449.0,35.0
288,449.0,24.0
289,448.0,173.0
290,448.0,151.0
291,448.0,47.0
292,447.0,407.0
293,447.0,395.0
294,447.0,386.0
295,447.0,369.0
296,447.0,341.0
297,447.0,299.0
298,447.0,260.0
299,447.0,225.0
300,447.0,120.0
301,447.0,111.0
302,447.0,69.0
303,446.0,351.0
304,446.0,287.0
305,446.0,58.0
306,445.0,162.0
307,445.0,141.0
308,444.0,503.0
309,444.0,479.0
310,444.0,204.0
311,443.0,458.0
312,443.0,270.0
313,443.0,250.0
314,443.0,130.0
315,442.0,442.0
316,442.0,416.0
317,442.0,216.0
318,441.0,492.0
319,441.0,429.0
320,441.0,326.0
321,441.0,82.0
322,441.0,3.0
323,440.0,360.0
324,440.0,315.0
325,440.0,241.0
326,440.0,185.0
327,440.0,102.0
328,440.0,15.0
329,439.0,381.0
330,439.0,296.0
331,439.0,195.0
332,439.0,148.0
333,439.0,91.0
334,438.0,467.0
335,438.0,392.0
336,438.0,278.0
337,438.0,172.0
338,438.0,45.0
339,438.0,33.0
340,437.0,405.0
341,437.0,336.0
342,437.0,227.0
343,437.0,111.0
344,437.0,64.0
345,436.0,450.0
346,436.0,372.0
347,436.0,262.0
348,436.0,55.0
349,435.0,511.0
350,435.0,348.0
351,435.0,158.0
352,435.0,75.0
353,435.0,23.0
354,434.0,477.0
355,434.0,421.0
356,434.0,305.0
357,434.0,286.0
358,434.0,204.0
359,434.0,124.0
360,433.0,500.0
361,433.0,249.0
362,432.0,486.0
363,432.0,135.0
364,431.0,431.0
365,431.0,235.0
366,431.0,180.0
367,430.0,441.0
368,430.0,412.0
369,430.0,327.0
370,430.0,214.0
371,430.0,102.0
372,430.0,86.0
373,430.0,7.0
374,429.0,396.0
375,429.0,385.0
376,429.0,357.0
377,429.0,317.0
378,429.0,32.0
379,428.0,366.0
380,428.0,223.0
381,428.0,192.0
382,428.0,143.0
383,428.0,115.0
384,428.0,43.0
385,427.0,459.0
386,427.0,337.0
387,427.0,277.0
388,427.0,266.0
389,426.0,469.0
390,426.0,164.0
391,426.0,60.0
392,426.0,17.0
393,425.0,298.0
394,425.0,255.0
395,425.0,152.0
396,425.0,73.0
397,424.0,496.0
398,424.0,174.0
399,424.0,130.0
400,424.0,93.0
401,424.0,0.0
402,423.0,508.0
403,423.0,377.0
404,423.0,347.0
405,423.0,309.0
406,422.0,447.0
407,422.0,403.0
408,422.0,288.0
409,422.0,244.0
410,422.0,202.0
411,422.0,81.0
412,421.0,479.0
413,421.0,434.0
414,421.0,422.0
415,421.0,184.0
416,421.0,108.0
417,421.0,51.0
418,420.0,320.0
419,420.0,213.0
420,419.0,227.0
421,419.0,37.0
422,419.0,26.0
423,418.0,412.0
424,418.0,388.0
425,418.0,357.0
426,418.0,332.0
427,418.0,141.0
428,418.0,120.0
429,417.0,368.0
430,417.0,273.0
431,417.0,161.0
432,417.0,11.0
433,416.0,486.0
434,416.0,460.0
435,416.0,238.0
436,416.0,193.0
437,416.0,99.0
438,415.0,296.0
439,415.0,252.0
440,415.0,69.0
441,415.0,57.0
442,414.0,501.0
443,414.0,470.0
444,414.0,398.0
445,414.0,172.0
446,414.0,131.0
447,413.0,511.0
448,413.0,451.0
449,413.0,340.0
450,413.0,310.0
451,413.0,262.0
452,413.0,89.0
453,413.0,0.0
454,412.0,440.0
455,412.0,378.0
456,412.0,206.0
457,412.0,151.0
458,411.0,429.0
459,411.0,285.0
460,411.0,220.0
461,411.0,110.0
462,410.0,419.0
463,410.0,350.0
464,410.0,298.0
465,410.0,183.0
466,410.0,79.0
467,410.0,44.0
468,410.0,18.0
469,409.0,408.0
470,409.0,361.0
471,409.0,322.0
472,409.0,232.0
473,409.0,31.0
474,408.0,245.0
475,408.0,191.0
476,408.0,142.0
477,407.0,332.0
478,407.0,163.0
479,407.0,8.0
480,406.0,483.0
481,406.0,387.0
482,406.0,271.0
483,406.0,122.0
484,405.0,494.0
485,405.0,464.0
486,405.0,99.0
487,405.0,60.0
488,404.0,506.0
489,404.0,473.0
490,404.0,260.0
491,404.0,212.0
492,404.0,200.0
493,403.0,399.0
494,403.0,373.0
495,403.0,305.0
496,403.0,72.0
497,402.0,443.0
498,402.0,314.0
499,402.0,294.0
500,402.0,225.0
501,402.0,174.0
502,402.0,113.0
503,402.0,49.0
504,401.0,453.0
505,401.0,422.0
506,401.0,342.0
507,401.0,248.0
508,401.0,187.0
509,401.0,133.0
510,401.0,91.0
511,401.0,23.0
512,400.0,280.0
513,400.0,236.0
514,400.0,156.0
515,399.0,432.0
516,399.0,410.0
517,399.0,354.0
518,399.0,35.0
519,398.0,324.0
520,398.0,82.0
521,398.0,0.0
522,397.0,382.0
523,397.0,365.0
524,397.0,168.0
525,396.0,478.0
526,396.0,393.0
527,396.0,269.0
528,396.0,146.0
529,396.0,60.0
530,396.0,14.0
531,395.0,487.0
532,395.0,257.0
533,395.0,194.0
534,395.0,124.0
535,394.0,511.0
536,394.0,499.0
537,394.0,468.0
538,394.0,288.0
539,394.0,208.0
540,394.0,100.0
541,393.0,372.0
542,393.0,335.0
543,393.0,220.0
544,393.0,181.0
545,393.0,70.0
546,393.0,45.0
547,392.0,451.0
548,392.0,303.0
549,392.0,111.0
550,391.0,423.0
551,391.0,314.0
552,391.0,244.0
553,391.0,232.0
554,391.0,136.0
555,391.0,90.0
556,390.0,441.0
557,390.0,403.0
558,390.0,347.0
559,390.0,27.0
560,390.0,5.0
561,389.0,153.0
562,388.0,413.0
563,388.0,386.0
564,388.0,279.0
565,388.0,54.0
566,387.0,459.0
567,387.0,326.0
568,387.0,296.0
569,387.0,80.0
570,386.0,474.0
571,386.0,358.0
572,386.0,253.0
573,386.0,166.0
574,386.0,17.0
575,385.0,487.0
576,385.0,432.0
577,385.0,197.0
578,385.0,144.0
579,385.0,119.0
580,384.0,500.0
581,384.0,263.0
582,384.0,176.0
583,384.0,66.0
584,384.0,36.0
585,383.0,372.0
586,383.0,339.0
587,383.0,224.0
588,383.0,209.0
589,383.0,131.0
590,383.0,107.0
591,382.0,394.0
592,382.0,96.0
593,381.0,308.0
594,381.0,273.0
595,381.0,47.0
596,381.0,8.0
597,380.0,236.0
598,379.0,288.0
599,379.0,188.0
600,379.0,159.0
601,379.0,28.0
602,378.0,466.0
603,378.0,452.0
604,378.0,441.0
605,378.0,416.0
606,378.0,380.0
607,378.0,318.0
608,378.0,82.0
609,377.0,507.0
610,377.0,478.0
611,377.0,404.0
612,377.0,363.0
613,377.0,351.0
614,377.0,329.0
615,377.0,248.0
616,377.0,58.0
617,376.0,495.0
618,376.0,427.0
619,376.0,298.0
620,376.0,138.0
621,374.0,217.0
622,374.0,199.0
623,374.0,149.0
624,374.0,127.0
625,374.0,115.0
626,374.0,91.0
627,374.0,18.0
628,373.0,258.0
629,373.0,179.0
630,373.0,69.0
631,373.0,38.0
632,372.0,338.0
633,372.0,280.0
634,372.0,269.0
635,372.0,228.0
636,372.0,208.0
637,372.0,168.0
638,372.0,103.0
639,371.0,391.0
640,371.0,371.0
641,370.0,487.0
642,370.0,457.0
643,370.0,309.0
644,370.0,239.0
645,370.0,7.0
646,369.0,472.0
647,369.0,435.0
648,369.0,50.0
649,369.0,27.0
650,368.0,511.0
651,368.0,446.0
652,368.0,402.0
653,368.0,358.0
654,368.0,325.0
655,368.0,290.0
656,368.0,191.0
657,368.0,157.0
658,368.0,81.0
659,367.0,502.0
660,367.0,422.0
661,367.0,412.0
662,366.0,348.0
663,366.0,250.0
664,366.0,60.0
665,365.0,382.0
666,365.0,147.0
667,365.0,136.0
668,365.0,91.0
669,364.0,183.0
670,364.0,109.0
671,364.0,15.0
672,363.0,479.0
673,363.0,315.0
674,363.0,300.0
675,363.0,262.0
676,363.0,119.0
677,363.0,38.0
678,362.0,464.0
679,362.0,336.0
680,362.0,274.0
681,362.0,221.0
682,362.0,211.0
683,362.0,173.0
684,362.0,70.0
685,362.0,0.0
686,361.0,392.0
687,361.0,366.0
688,360.0,492.0
689,360.0,231.0
690,360.0,201.0
691,359.0,453.0
692,359.0,440.0
693,359.0,430.0
694,359.0,164.0
695,359.0,48.0
696,358.0,326.0
697,358.0,284.0
698,358.0,99.0
699,358.0,24.0
700,357.0,417.0
701,357.0,404.0
702,357.0,243.0
703,357.0,192.0
704,357.0,128.0
705,357.0,84.0
706,356.0,502.0
707,356.0,374.0
708,356.0,355.0
709,356.0,255.0
710,356.0,153.0
711,355.0,472.0
712,355.0,140.0
713,354.0,383.0
714,354.0,296.0
715,354.0,113.0
716,354.0,58.0
717,354.0,34.0
718,354.0,12.0
719,353.0,344.0
720,353.0,307.0
721,353.0,179.0
722,353.0,75.0
723,352.0,484.0
724,352.0,317.0
725,352.0,266.0
726,352.0,222.0
727,351.0,463.0
728,351.0,396.0
729,351.0,332.0
730,351.0,210.0
731,351.0,169.0
732,351.0,91.0
733,351.0,47.0
734,350.0,451.0
735,350.0,426.0
736,350.0,365.0
737,350.0,277.0
738,350.0,234.0
739,350.0,0.0
740,349.0,411.0
741,349.0,199.0
742,348.0,438.0
743,348.0,190.0
744,348.0,159.0
745,348.0,123.0
746,348.0,67.0
747,347.0,506.0
748,347.0,353.0
749,347.0,248.0
750,347.0,146.0
751,347.0,21.0
752,346.0,493.0
753,346.0,475.0
754,346.0,288.0
755,346.0,133.0
756,346.0,108.0
757,346.0,99.0
758,345.0,258.0
759,344.0,402.0
760,344.0,389.0
761,344.0,376.0
762,344.0,341.0
763,344.0,323.0
764,344.0,301.0
765,344.0,33.0
766,343.0,79.0
767,343.0,58.0
768,343.0,44.0
769,343.0,9.0
770,342.0,181.0
771,341.0,443.0
772,341.0,312.0
773,341.0,270.0
774,341.0,215.0
775,341.0,171.0
776,340.0,431.0
777,340.0,420.0
778,340.0,237.0
779,340.0,227.0
780,339.0,466.0
781,339.0,454.0
782,339.0,141.0
783,339.0,119.0
784,339.0,88.0
785,339.0,70.0
786,338.0,501.0
787,338.0,483.0
788,338.0,361.0
789,338.0,292.0
790,338.0,204.0
791,338.0,192.0
792,337.0,410.0
793,337.0,370.0
794,337.0,280.0
795,337.0,160.0
796,337.0,129.0
797,337.0,100.0
798,336.0,511.0
799,336.0,349.0
800,336.0,336.0
801,336.0,249.0
802,336.0,19.0
803,335.0,304.0
804,335.0,262.0
805,334.0,382.0
806,334.0,326.0
807,334.0,110.0
808,334.0,51.0
809,333.0,151.0
810,333.0,30.0
811,332.0,492.0
812,332.0,475.0
813,332.0,437.0
814,332.0,392.0
815,332.0,183.0
816,332.0,62.0
817,332.0,40.0
818,332.0,8.0
819,331.0,401.0
820,331.0,315.0
821,331.0,218.0
822,331.0,168.0
823,331.0,139.0
824,331.0,79.0
825,330.0,447.0
826,330.0,425.0
827,330.0,239.0
828,330.0,208.0
829,329.0,460.0
830,329.0,230.0
831,329.0,92.0
832,328.0,505.0
833,328.0,362.0
834,328.0,351.0
835,328.0,340.0
836,328.0,285.0
837,328.0,274.0
838,328.0,121.0
839,327.0,413.0
840,326.0,373.0
841,326.0,294.0
842,326.0,251.0
843,326.0,196.0
844,326.0,23.0
845,325.0,263.0
846,324.0,175.0
847,324.0,103.0
848,324.0,70.0
849,324.0,49.0
850,323.0,484.0
851,323.0,468.0
852,323.0,328.0
853,323.0,305.0
854,323.0,161.0
855,323.0,149.0
856,323.0,130.0
857,322.0,496.0
858,322.0,384.0
859,322.0,317.0
860,322.0,185.0
861,322.0,60.0
862,322.0,14.0
863,321.0,456.0
864,321.0,445.0
865,321.0,434.0
866,321.0,113.0
867,321.0,85.0
868,321.0,36.0
869,320.0,223.0
870,320.0,4.0
871,319.0,397.0
872,319.0,244.0
873,319.0,212.0
874,318.0,421.0
875,318.0,353.0
876,318.0,338.0
877,318.0,139.0
878,317.0,365.0
879,317.0,274.0
880,316.0,505.0
881,316.0,409.0
882,316.0,294.0
883,316.0,283.0
884,316.0,234.0
885,316.0,193.0
886,316.0,124.0
887,316.0,94.0
888,316.0,28.0
889,315.0,474.0
890,315.0,377.0
891,315.0,204.0
892,315.0,76.0
893,314.0,308.0
894,314.0,255.0
895,314.0,173.0
896,314.0,153.0
897,314.0,53.0
898,313.0,484.0
899,313.0,165.0
900,313.0,66.0
901,312.0,452.0
902,312.0,428.0
903,312.0,323.0
904,312.0,265.0
905,312.0,41.0
906,312.0,14.0
907,311.0,496.0
908,311.0,464.0
909,311.0,440.0
910,311.0,345.0
911,310.0,389.0
912,310.0,223.0
913,310.0,185.0
914,310.0,115.0
915,310.0,104.0
916,309.0,401.0
917,309.0,244.0
918,308.0,358.0
919,308.0,332.0
920,308.0,299.0
921,308.0,275.0
922,308.0,213.0
923,308.0,84.0
924,308.0,3.0
925,307.0,418.0
926,307.0,144.0
927,307.0,134.0
928,306.0,371.0
929,306.0,286.0
930,306.0,23.0
931,305.0,504.0
932,305.0,477.0
933,305.0,313.0
934,305.0,123.0
935,305.0,35.0
936,304.0,382.0
937,304.0,253.0
938,304.0,233.0
939,304.0,193.0
940,304.0,93.0
941,303.0,458.0
942,303.0,172.0
943,303.0,56.0
944,303.0,13.0
945,302.0,346.0
946,302.0,159.0
947,302.0,74.0
948,302.0,46.0
949,301.0,427.0
950,301.0,410.0
951,301.0,264.0
952,301.0,204.0
953,300.0,511.0
954,300.0,485.0
955,300.0,438.0
956,300.0,398.0
957,300.0,225.0
958,300.0,182.0
959,300.0,103.0
960,299.0,469.0
961,299.0,449.0
962,299.0,294.0
963,299.0,149.0
964,299.0,115.0
965,299.0,0.0
966,298.0,366.0
967,298.0,326.0
968,298.0,304.0
969,298.0,243.0
970,297.0,497.0
971,297.0,358.0
972,297.0,315.0
973,297.0,283.0
974,297.0,214.0
975,297.0,66.0
976,296.0,84.0
977,295.0,418.0
978,295.0,137.0
979,295.0,36.0
980,295.0,23.0
981,294.0,388.0
982,294.0,336.0
983,294.0,272.0
984,294.0,166.0
985,294.0,126.0
986,294.0,10.0
987,293.0,376.0
988,293.0,257.0
989,293.0,198.0
990,293.0,95.0
991,292.0,460.0
992,292.0,402.0
993,292.0,58.0
994,291.0,434.0
995,291.0,176.0
996,290.0,506.0
997,290.0,471.0
998,290.0,348.0
999,290.0,247.0
1000,290.0,223.0
1001,290.0,109.0
1002,290.0,46.0
1003,289.0,481.0
1004,289.0,443.0
1005,289.0,323.0
1006,289.0,236.0
1007,289.0,207.0
1008,289.0,188.0
1009,289.0,154.0
1010,289.0,75.0
1011,288.0,312.0
1012,288.0,290.0
1013,287.0,511.0
1014,287.0,494.0
1015,287.0,266.0
1016,287.0,143.0
1017,286.0,424.0
1018,286.0,411.0
1019,286.0,368.0
1020,286.0,357.0
1021,286.0,301.0
1022,286.0,278.0
1023,286.0,120.0
1024,286.0,29.0
1025,285.0,382.0
1026,285.0,165.0
1027,285.0,87.0
1028,285.0,65.0
1029,285.0,19.0
1030,284.0,452.0
1031,284.0,133.0
1032,284.0,101.0
1033,284.0,6.0
1034,283.0,394.0
1035,283.0,332.0
1036,282.0,342.0
1037,282.0,216.0
1038,282.0,196.0
1039,281.0,462.0
1040,281.0,51.0
1041,280.0,431.0
1042,280.0,404.0
1043,280.0,255.0
1044,280.0,229.0
1045,280.0,39.0
1046,279.0,504.0
1047,279.0,483.0
1048,279.0,442.0
1049,279.0,245.0
1050,279.0,155.0
1051,279.0,72.0
1052,278.0,471.0
1053,278.0,374.0
1054,278.0,289.0
1055,278.0,184.0
1056,278.0,111.0
1057,277.0,418.0
1058,277.0,322.0
1059,277.0,310.0
1060,277.0,266.0
1061,277.0,82.0
1062,276.0,492.0
1063,276.0,206.0
1064,276.0,172.0
1065,276.0,121.0
1066,276.0,14.0
1067,275.0,350.0
1068,275.0,278.0
1069,275.0,143.0
1070,275.0,132.0
1071,274.0,452.0
1072,274.0,386.0
1073,274.0,339.0
1074,274.0,94.0
1075,274.0,60.0
1076,274.0,25.0
1077,274.0,0.0
1078,273.0,360.0
1079,273.0,237.0
1080,272.0,301.0
1081,272.0,193.0
1082,272.0,163.0
1083,271.0,465.0
1084,271.0,398.0
1085,271.0,223.0
1086,271.0,48.0
1087,270.0,103.0
1088,270.0,72.0
1089,269.0,508.0
1090,269.0,477.0
1091,269.0,428.0
1092,269.0,410.0
1093,269.0,368.0
1094,269.0,249.0
1095,269.0,214.0
1096,268.0,488.0
1097,268.0,440.0
1098,268.0,262.0
1099,268.0,182.0
1100,268.0,154.0
1101,268.0,35.0
1102,267.0,378.0
1103,267.0,289.0
1104,267.0,272.0
1105,267.0,83.0
1106,266.0,499.0
1107,266.0,332.0
1108,266.0,321.0
1109,266.0,311.0
1110,266.0,203.0
1111,266.0,121.0
1112,266.0,10.0
1113,265.0,348.0
1114,265.0,142.0
1115,264.0,388.0
1116,264.0,231.0
1117,264.0,172.0
1118,264.0,112.0
1119,264.0,22.0
1120,263.0,450.0
1121,263.0,419.0
1122,263.0,132.0
1123,263.0,94.0
1124,263.0,64.0
1125,262.0,361.0
1126,262.0,298.0
1127,261.0,461.0
1128,261.0,433.0
1129,261.0,280.0
1130,261.0,191.0
1131,261.0,54.0
1132,260.0,471.0
1133,260.0,257.0
1134,260.0,242.0
1135,260.0,214.0
1136,260.0,163.0
1137,260.0,44.0
1138,259.0,483.0
1139,259.0,405.0
1140,258.0,149.0
1141,258.0,103.0
1142,258.0,32.0
1143,257.0,504.0
1144,257.0,395.0
1145,257.0,369.0
1146,257.0,335.0
1147,257.0,322.0
1148,257.0,308.0
1149,256.0,381.0
1150,256.0,182.0
1151,256.0,84.0
1152,256.0,74.0
1153,256.0,15.0
1154,255.0,494.0
