,0,1
1155,255.0,442.0
1156,255.0,288.0
1157,255.0,267.0
1158,255.0,224.0
1159,255.0,123.0
1160,255.0,4.0
1161,254.0,353.0
1162,254.0,205.0
1163,253.0,415.0
1164,253.0,235.0
1165,253.0,169.0
1166,253.0,112.0
1167,252.0,425.0
1168,252.0,193.0
1169,252.0,135.0
1170,252.0,59.0
1171,251.0,278.0
1172,251.0,248.0
1173,251.0,94.0
1174,251.0,48.0
1175,250.0,478.0
1176,250.0,464.0
1177,250.0,452.0
1178,250.0,390.0
1179,250.0,343.0
1180,250.0,315.0
1181,250.0,301.0
1182,250.0,157.0
1183,250.0,24.0
1184,248.0,402.0
1185,248.0,331.0
1186,248.0,216.0
1187,248.0,68.0
1188,248.0,36.0
1189,247.0,506.0
1190,247.0,376.0
1191,247.0,362.0
1192,247.0,258.0
1193,247.0,12.0
1194,246.0,496.0
1195,246.0,186.0
1196,246.0,147.0
1197,246.0,78.0
1198,245.0,485.0
1199,245.0,435.0
1200,245.0,240.0
1201,245.0,204.0
1202,245.0,175.0
1203,245.0,118.0
1204,245.0,105.0
1205,245.0,2.0
1206,244.0,324.0
1207,244.0,290.0
1208,244.0,269.0
1209,244.0,228.0
1210,243.0,445.0
1211,243.0,351.0
1212,243.0,55.0
1213,242.0,413.0
1214,242.0,386.0
1215,242.0,311.0
1216,242.0,87.0
1217,241.0,474.0
1218,241.0,423.0
1219,241.0,128.0
1220,241.0,43.0
1221,240.0,457.0
1222,240.0,301.0
1223,240.0,193.0
1224,240.0,165.0
1225,240.0,139.0
1226,239.0,370.0
1227,239.0,341.0
1228,239.0,98.0
1229,239.0,30.0
1230,239.0,17.0
1231,238.0,279.0
1232,238.0,249.0
1233,238.0,211.0
1234,237.0,503.0
1235,237.0,403.0
1236,237.0,111.0
1237,236.0,465.0
1238,236.0,361.0
1239,236.0,65.0
1240,235.0,439.0
1241,235.0,393.0
1242,235.0,261.0
1243,235.0,219.0
1244,235.0,154.0
1245,235.0,76.0
1246,234.0,328.0
1247,234.0,239.0
1248,234.0,6.0
1249,233.0,511.0
1250,233.0,491.0
1251,233.0,429.0
1252,233.0,380.0
1253,233.0,228.0
1254,233.0,185.0
1255,233.0,175.0
1256,233.0,40.0
1257,232.0,417.0
1258,232.0,288.0
1259,232.0,123.0
1260,232.0,91.0
1261,232.0,54.0
1262,231.0,348.0
1263,231.0,318.0
1264,231.0,307.0
1265,231.0,272.0
1266,231.0,202.0
1267,231.0,163.0
1268,230.0,499.0
1269,230.0,480.0
1270,230.0,448.0
1271,230.0,145.0
1272,230.0,25.0
1273,229.0,336.0
1274,229.0,249.0
1275,228.0,470.0
1276,228.0,408.0
1277,228.0,368.0
1278,228.0,133.0
1279,228.0,102.0
1280,227.0,459.0
1281,227.0,70.0
1282,227.0,14.0
1283,226.0,388.0
1284,226.0,298.0
1285,226.0,218.0
1286,226.0,114.0
1287,225.0,355.0
1288,225.0,261.0
1289,225.0,82.0
1290,224.0,437.0
1291,224.0,281.0
1292,224.0,238.0
1293,224.0,61.0
1294,224.0,47.0
1295,224.0,35.0
1296,224.0,0.0
1297,223.0,425.0
1298,223.0,399.0
1299,223.0,193.0
1300,223.0,183.0
1301,223.0,171.0
1302,223.0,154.0
1303,222.0,489.0
1304,222.0,378.0
1305,222.0,328.0
1306,222.0,92.0
1307,221.0,509.0
1308,221.0,313.0
1309,221.0,226.0
1310,221.0,204.0
1311,221.0,143.0
1312,220.0,479.0
1313,220.0,343.0
1314,220.0,125.0
1315,220.0,22.0
1316,219.0,499.0
1317,219.0,447.0
1318,219.0,413.0
1319,219.0,290.0
1320,219.0,270.0
1321,219.0,247.0
1322,219.0,106.0
1323,218.0,467.0
1324,218.0,363.0
1325,218.0,213.0
1326,217.0,458.0
1327,217.0,388.0
1328,217.0,305.0
1329,217.0,256.0
1330,217.0,73.0
1331,217.0,11.0
1332,216.0,161.0
1333,216.0,134.0
1334,215.0,352.0
1335,214.0,431.0
1336,214.0,335.0
1337,214.0,235.0
1338,214.0,117.0
1339,214.0,83.0
1340,214.0,43.0
1341,213.0,279.0
1342,213.0,193.0
1343,213.0,171.0
1344,213.0,96.0
1345,213.0,53.0
1346,213.0,32.0
1347,213.0,0.0
1348,212.0,405.0
1349,212.0,373.0
1350,212.0,324.0
1351,212.0,297.0
1352,212.0,182.0
1353,211.0,422.0
1354,211.0,225.0
1355,211.0,151.0
1356,211.0,63.0
1357,209.0,504.0
1358,209.0,491.0
1359,209.0,479.0
1360,209.0,445.0
1361,209.0,395.0
1362,209.0,314.0
1363,209.0,140.0
1364,209.0,17.0
1365,208.0,468.0
1366,208.0,362.0
1367,208.0,246.0
1368,208.0,205.0
1369,208.0,128.0
1370,208.0,107.0
1371,207.0,454.0
1372,207.0,383.0
1373,207.0,345.0
1374,207.0,268.0
1375,206.0,257.0
1376,206.0,74.0
1377,205.0,434.0
1378,205.0,415.0
1379,205.0,216.0
1380,205.0,85.0
1381,204.0,303.0
1382,204.0,288.0
1383,204.0,162.0
1384,203.0,334.0
1385,203.0,277.0
1386,203.0,236.0
1387,203.0,197.0
1388,203.0,174.0
1389,203.0,117.0
1390,203.0,54.0
1391,203.0,41.0
1392,203.0,29.0
1393,202.0,374.0
1394,202.0,322.0
1395,202.0,186.0
1396,202.0,96.0
1397,202.0,8.0
1398,201.0,406.0
1399,200.0,499.0
1400,200.0,355.0
1401,200.0,146.0
1402,199.0,511.0
1403,199.0,487.0
1404,199.0,396.0
1405,199.0,227.0
1406,199.0,67.0
1407,199.0,0.0
1408,198.0,475.0
1409,198.0,463.0
1410,198.0,424.0
1411,198.0,268.0
1412,198.0,246.0
1413,198.0,133.0
1414,198.0,19.0
1415,197.0,454.0
1416,197.0,386.0
1417,197.0,312.0
1418,197.0,257.0
1419,196.0,443.0
1420,196.0,206.0
1421,196.0,159.0
1422,196.0,108.0
1423,196.0,78.0
1424,195.0,124.0
1425,194.0,366.0
1426,194.0,345.0
1427,194.0,334.0
1428,194.0,293.0
1429,194.0,218.0
1430,193.0,283.0
1431,193.0,171.0
1432,193.0,89.0
1433,193.0,59.0
1434,193.0,36.0
1435,192.0,504.0
1436,192.0,415.0
1437,192.0,193.0
1438,192.0,100.0
1439,192.0,48.0
1440,191.0,493.0
1441,191.0,432.0
1442,191.0,377.0
1443,191.0,324.0
1444,191.0,302.0
1445,191.0,238.0
1446,191.0,150.0
1447,191.0,27.0
1448,190.0,404.0
1449,190.0,180.0
1450,190.0,13.0
1451,189.0,0.0
1452,188.0,484.0
1453,188.0,474.0
1454,188.0,452.0
1455,188.0,393.0
1456,188.0,355.0
1457,188.0,314.0
1458,188.0,250.0
1459,188.0,226.0
1460,188.0,139.0
1461,187.0,272.0
1462,187.0,261.0
1463,187.0,127.0
1464,187.0,69.0
1465,186.0,465.0
1466,186.0,202.0
1467,186.0,116.0
1468,185.0,441.0
1469,185.0,422.0
1470,185.0,214.0
1471,184.0,170.0
1472,184.0,80.0
1473,183.0,411.0
1474,183.0,346.0
1475,183.0,334.0
1476,183.0,292.0
1477,183.0,160.0
1478,183.0,105.0
1479,183.0,91.0
1480,183.0,56.0
1481,182.0,384.0
1482,182.0,370.0
1483,182.0,191.0
1484,182.0,21.0
1485,181.0,497.0
1486,181.0,283.0
1487,181.0,233.0
1488,181.0,44.0
1489,180.0,507.0
1490,180.0,360.0
1491,180.0,32.0
1492,180.0,6.0
1493,179.0,486.0
1494,179.0,325.0
1495,179.0,300.0
1496,179.0,256.0
1497,179.0,180.0
1498,179.0,149.0
1499,178.0,457.0
1500,178.0,432.0
1501,178.0,396.0
1502,178.0,313.0
1503,177.0,245.0
1504,177.0,223.0
1505,177.0,137.0
1506,177.0,115.0
1507,176.0,475.0
1508,176.0,271.0
1509,176.0,127.0
1510,176.0,75.0
1511,176.0,63.0
1512,175.0,446.0
1513,175.0,417.0
1514,175.0,210.0
1515,174.0,341.0
1516,174.0,199.0
1517,174.0,100.0
1518,173.0,405.0
1519,173.0,374.0
1520,173.0,352.0
1521,173.0,169.0
1522,172.0,466.0
1523,172.0,384.0
1524,172.0,158.0
1525,172.0,87.0
1526,172.0,49.0
1527,172.0,15.0
1528,171.0,4.0
1529,170.0,501.0
1530,170.0,331.0
1531,170.0,321.0
1532,170.0,302.0
1533,170.0,281.0
1534,170.0,38.0
1535,170.0,26.0
1536,169.0,365.0
1537,169.0,292.0
1538,169.0,263.0
1539,169.0,231.0
1540,169.0,188.0
1541,169.0,146.0
1542,168.0,440.0
1543,168.0,427.0
1544,168.0,396.0
1545,168.0,241.0
1546,168.0,217.0
1547,167.0,491.0
1548,167.0,480.0
1549,167.0,455.0
1550,167.0,252.0
1551,167.0,178.0
1552,167.0,133.0
1553,167.0,114.0
1554,167.0,69.0
1555,165.0,410.0
1556,165.0,207.0
1557,165.0,199.0
1558,165.0,58.0
1559,164.0,344.0
1560,164.0,311.0
1561,163.0,511.0
1562,163.0,466.0
1563,163.0,376.0
1564,163.0,356.0
1565,163.0,273.0
1566,163.0,154.0
1567,163.0,104.0
1568,163.0,94.0
1569,163.0,80.0
1570,162.0,166.0
1571,162.0,124.0
1572,162.0,19.0
1573,161.0,448.0
1574,161.0,386.0
1575,161.0,324.0
1576,161.0,285.0
1577,161.0,46.0
1578,161.0,33.0
1579,160.0,419.0
1580,160.0,224.0
1581,160.0,9.0
1582,159.0,499.0
1583,159.0,431.0
1584,159.0,334.0
1585,159.0,298.0
1586,159.0,235.0
1587,159.0,140.0
1588,158.0,484.0
1589,158.0,396.0
1590,158.0,367.0
1591,158.0,259.0
1592,158.0,248.0
1593,157.0,191.0
1594,157.0,180.0
1595,157.0,65.0
1596,156.0,406.0
1597,156.0,112.0
1598,155.0,474.0
1599,155.0,440.0
1600,155.0,354.0
1601,155.0,311.0
1602,155.0,214.0
1603,155.0,84.0
1604,155.0,73.0
1605,154.0,463.0
1606,154.0,203.0
1607,153.0,158.0
1608,153.0,132.0
1609,153.0,96.0
1610,153.0,53.0
1611,152.0,511.0
1612,152.0,453.0
1613,152.0,343.0
1614,152.0,319.0
1615,152.0,279.0
1616,152.0,171.0
1617,152.0,148.0
1618,152.0,40.0
1619,152.0,3.0
1620,151.0,385.0
1621,151.0,291.0
1622,151.0,267.0
1623,151.0,120.0
1624,151.0,27.0
1625,151.0,15.0
1626,150.0,491.0
1627,150.0,425.0
1628,149.0,374.0
1629,149.0,332.0
1630,149.0,302.0
1631,149.0,230.0
1632,148.0,415.0
1633,148.0,241.0
1634,148.0,186.0
1635,148.0,107.0
1636,147.0,253.0
1637,146.0,501.0
1638,146.0,481.0
1639,146.0,398.0
1640,146.0,364.0
1641,146.0,140.0
1642,146.0,63.0
1643,145.0,469.0
1644,145.0,437.0
1645,145.0,220.0
1646,145.0,197.0
1647,145.0,75.0
1648,145.0,50.0
1649,145.0,35.0
1650,144.0,312.0
1651,144.0,209.0
1652,144.0,86.0
1653,143.0,353.0
1654,143.0,97.0
1655,142.0,449.0
1656,142.0,288.0
1657,142.0,262.0
1658,142.0,167.0
1659,142.0,156.0
1660,142.0,127.0
1661,142.0,11.0
1662,142.0,0.0
1663,141.0,511.0
1664,141.0,460.0
1665,141.0,385.0
1666,141.0,323.0
1667,141.0,21.0
1668,140.0,492.0
1669,140.0,276.0
1670,140.0,178.0
1671,140.0,115.0
1672,139.0,431.0
1673,139.0,420.0
1674,139.0,409.0
1675,139.0,344.0
1676,139.0,145.0
1677,138.0,300.0
1678,138.0,237.0
1679,138.0,227.0
1680,137.0,334.0
1681,137.0,250.0
1682,137.0,189.0
1683,136.0,375.0
1684,136.0,215.0
1685,136.0,58.0
1686,136.0,32.0
1687,135.0,472.0
1688,135.0,394.0
1689,135.0,364.0
1690,135.0,135.0
1691,135.0,104.0
1692,135.0,70.0
1693,135.0,46.0
1694,134.0,503.0
1695,134.0,313.0
1696,134.0,268.0
1697,134.0,203.0
1698,134.0,81.0
1699,133.0,482.0
1700,133.0,442.0
1701,133.0,352.0
1702,133.0,286.0
1703,133.0,93.0
1704,132.0,452.0
1705,132.0,121.0
1706,132.0,4.0
1707,131.0,256.0
1708,131.0,168.0
1709,131.0,157.0
1710,130.0,463.0
1711,130.0,419.0
1712,130.0,405.0
1713,130.0,324.0
1714,130.0,297.0
1715,130.0,17.0
1716,129.0,383.0
1717,129.0,178.0
1718,128.0,493.0
1719,128.0,431.0
1720,128.0,341.0
1721,128.0,246.0
1722,128.0,221.0
1723,127.0,277.0
1724,127.0,233.0
1725,127.0,189.0
1726,127.0,65.0
1727,127.0,39.0
1728,127.0,27.0
1729,126.0,507.0
1730,126.0,308.0
1731,126.0,144.0
1732,126.0,133.0
1733,125.0,372.0
1734,125.0,210.0
1735,125.0,111.0
1736,125.0,55.0
1737,124.0,485.0
1738,124.0,474.0
1739,124.0,395.0
1740,124.0,198.0
1741,123.0,443.0
1742,123.0,360.0
1743,123.0,265.0
1744,123.0,99.0
1745,123.0,88.0
1746,123.0,75.0
1747,122.0,348.0
1748,122.0,317.0
1749,122.0,152.0
1750,121.0,329.0
1751,121.0,253.0
1752,121.0,9.0
1753,120.0,453.0
1754,120.0,414.0
1755,120.0,284.0
1756,120.0,173.0
1757,120.0,162.0
1758,120.0,124.0
1759,120.0,46.0
1760,119.0,497.0
1761,119.0,464.0
1762,119.0,427.0
1763,119.0,183.0
1764,119.0,23.0
1765,118.0,381.0
1766,118.0,295.0
1767,118.0,238.0
1768,117.0,137.0
1769,116.0,404.0
1770,116.0,307.0
1771,116.0,220.0
1772,116.0,206.0
1773,116.0,66.0
1774,116.0,34.0
1775,115.0,511.0
1776,115.0,394.0
1777,115.0,337.0
1778,115.0,273.0
1779,115.0,229.0
1780,115.0,108.0
1781,114.0,478.0
1782,114.0,368.0
1783,114.0,78.0
1784,114.0,55.0
1785,113.0,325.0
1786,113.0,248.0
1787,113.0,117.0
1788,113.0,95.0
1789,113.0,4.0
1790,112.0,435.0
1791,112.0,357.0
1792,112.0,190.0
1793,112.0,145.0
1794,112.0,15.0
1795,111.0,489.0
1796,111.0,447.0
1797,111.0,424.0
1798,111.0,260.0
1799,111.0,158.0
1800,110.0,348.0
1801,110.0,286.0
1802,109.0,500.0
1803,109.0,413.0
1804,109.0,316.0
1805,109.0,212.0
1806,109.0,178.0
1807,109.0,130.0
1808,108.0,467.0
1809,108.0,375.0
1810,108.0,297.0
1811,108.0,168.0
1812,108.0,40.0
1813,108.0,28.0
1814,107.0,86.0
1815,106.0,511.0
1816,106.0,457.0
1817,106.0,402.0
1818,106.0,386.0
1819,106.0,64.0
1820,105.0,272.0
1821,105.0,241.0
1822,105.0,199.0
1823,105.0,51.0
1824,104.0,479.0
1825,104.0,330.0
1826,104.0,305.0
1827,104.0,100.0
1828,104.0,75.0
1829,103.0,341.0
1830,103.0,230.0
1831,103.0,220.0
1832,103.0,108.0
1833,102.0,367.0
1834,102.0,187.0
1835,102.0,150.0
1836,102.0,119.0
1837,102.0,0.0
1838,101.0,139.0
1839,101.0,17.0
1840,100.0,491.0
1841,100.0,448.0
1842,100.0,434.0
1843,100.0,283.0
1844,100.0,252.0
1845,99.0,421.0
1846,99.0,409.0
1847,99.0,354.0
1848,99.0,293.0
1849,99.0,261.0
1850,99.0,209.0
1851,99.0,173.0
1852,99.0,127.0
1853,98.0,501.0
1854,98.0,470.0
1855,98.0,393.0
1856,98.0,322.0
1857,98.0,29.0
1858,97.0,379.0
1859,97.0,161.0
1860,97.0,42.0
1861,96.0,460.0
1862,96.0,311.0
1863,96.0,54.0
1864,95.0,97.0
1865,95.0,64.0
1866,94.0,511.0
1867,94.0,274.0
1868,94.0,196.0
1869,94.0,85.0
1870,93.0,482.0
1871,93.0,344.0
1872,93.0,301.0
1873,93.0,232.0
1874,93.0,218.0
1875,93.0,148.0
1876,93.0,10.0
1877,92.0,402.0
1878,92.0,364.0
1879,92.0,332.0
1880,92.0,244.0
1881,92.0,112.0
1882,91.0,183.0
1883,91.0,136.0
1884,91.0,75.0
1885,91.0,0.0
1886,90.0,430.0
1887,90.0,388.0
1888,90.0,169.0
1889,90.0,22.0
1890,89.0,469.0
1891,89.0,442.0
1892,89.0,417.0
1893,88.0,493.0
1894,88.0,286.0
1895,88.0,255.0
1896,88.0,123.0
1897,87.0,504.0
1898,87.0,451.0
1899,87.0,354.0
1900,87.0,265.0
1901,87.0,209.0
1902,87.0,33.0
1903,86.0,322.0
1904,86.0,157.0
1905,86.0,46.0
1906,85.0,377.0
1907,85.0,338.0
1908,85.0,310.0
1909,85.0,228.0
1910,85.0,58.0
1911,84.0,368.0
1912,84.0,276.0
1913,84.0,101.0
1914,83.0,481.0
1915,83.0,408.0
1916,83.0,295.0
1917,83.0,188.0
1918,82.0,460.0
1919,82.0,398.0
1920,82.0,200.0
1921,82.0,146.0
1922,82.0,134.0
1923,82.0,91.0
1924,82.0,78.0
1925,82.0,68.0
1926,82.0,14.0
1927,81.0,330.0
1928,81.0,241.0
1929,81.0,217.0
1930,81.0,176.0
1931,81.0,114.0
1932,80.0,437.0
1933,79.0,427.0
1934,79.0,387.0
1935,79.0,253.0
1936,79.0,163.0
1937,79.0,25.0
1938,78.0,349.0
1939,78.0,304.0
1940,78.0,0.0
1941,77.0,511.0
1942,77.0,489.0
1943,77.0,471.0
1944,77.0,284.0
1945,77.0,37.0
1946,76.0,359.0
1947,76.0,317.0
1948,76.0,266.0
1949,76.0,123.0
1950,76.0,51.0
1951,75.0,499.0
1952,75.0,446.0
1953,75.0,416.0
1954,75.0,230.0
1955,75.0,208.0
1956,74.0,371.0
1957,74.0,99.0
1958,73.0,456.0
1959,73.0,402.0
1960,73.0,339.0
1961,73.0,195.0
1962,73.0,153.0
1963,73.0,83.0
1964,73.0,61.0
1965,72.0,220.0
1966,72.0,71.0
1967,72.0,8.0
1968,71.0,295.0
1969,71.0,277.0
1970,71.0,185.0
1971,71.0,132.0
1972,71.0,20.0
1973,70.0,325.0
1974,70.0,246.0
1975,70.0,173.0
1976,70.0,143.0
1977,70.0,108.0
1978,69.0,478.0
1979,69.0,467.0
1980,69.0,393.0
1981,69.0,382.0
1982,69.0,42.0
1983,69.0,30.0
1984,68.0,437.0
1985,68.0,425.0
1986,68.0,311.0
1987,67.0,347.0
1988,67.0,260.0
1989,67.0,235.0
1990,66.0,511.0
1991,66.0,162.0
1992,66.0,92.0
1993,66.0,0.0
1994,65.0,501.0
1995,65.0,490.0
1996,65.0,413.0
1997,65.0,357.0
1998,65.0,333.0
1999,65.0,210.0
2000,65.0,200.0
2001,65.0,119.0
2002,65.0,53.0
2003,64.0,288.0
2004,63.0,404.0
2005,63.0,80.0
2006,63.0,66.0
2007,62.0,449.0
2008,62.0,369.0
2009,62.0,301.0
2010,62.0,270.0
2011,62.0,225.0
2012,62.0,149.0
2013,61.0,461.0
2014,61.0,138.0
2015,61.0,103.0
2016,61.0,10.0
2017,60.0,384.0
2018,60.0,178.0
2019,59.0,320.0
2020,59.0,127.0
2021,59.0,41.0
2022,59.0,21.0
2023,58.0,480.0
2024,58.0,432.0
2025,58.0,421.0
2026,58.0,281.0
2027,58.0,250.0
2028,58.0,191.0
2029,57.0,471.0
2030,57.0,395.0
2031,57.0,344.0
2032,57.0,31.0
2033,56.0,260.0
2034,56.0,236.0
2035,56.0,216.0
2036,56.0,168.0
2037,56.0,114.0
2038,56.0,88.0
2039,55.0,444.0
2040,55.0,295.0
2041,54.0,501.0
2042,54.0,489.0
2043,54.0,376.0
2044,54.0,355.0
2045,54.0,309.0
2046,54.0,205.0
2047,54.0,157.0
2048,54.0,75.0
2049,53.0,334.0
2050,53.0,63.0
2051,53.0,52.0
2052,52.0,405.0
2053,52.0,146.0
2054,51.0,456.0
2055,51.0,365.0
2056,51.0,225.0
2057,51.0,100.0
2058,50.0,274.0
2059,50.0,183.0
2060,50.0,7.0
2061,49.0,386.0
2062,49.0,323.0
2063,48.0,511.0
2064,48.0,415.0
2065,48.0,196.0
2066,48.0,124.0
2067,48.0,19.0
2068,47.0,465.0
2069,47.0,435.0
2070,47.0,287.0
2071,47.0,253.0
2072,47.0,136.0
2073,47.0,43.0
2074,46.0,486.0
2075,46.0,343.0
2076,46.0,231.0
2077,46.0,215.0
2078,46.0,83.0
2079,45.0,425.0
2080,45.0,397.0
2081,45.0,313.0
2082,45.0,263.0
2083,45.0,242.0
2084,45.0,174.0
2085,45.0,71.0
2086,45.0,32.0
2087,44.0,500.0
2088,44.0,476.0
2089,44.0,302.0
2090,44.0,164.0
2091,44.0,110.0
2092,43.0,444.0
2093,43.0,371.0
2094,43.0,354.0
2095,43.0,94.0
2096,42.0,205.0
2097,42.0,60.0
2098,41.0,153.0
2099,40.0,333.0
2100,40.0,8.0
2101,39.0,381.0
2102,39.0,291.0
2103,39.0,274.0
2104,39.0,223.0
2105,39.0,144.0
2106,38.0,511.0
2107,38.0,456.0
2108,38.0,404.0
2109,38.0,190.0
2110,38.0,49.0
2111,38.0,21.0
2112,37.0,469.0
2113,37.0,322.0
2114,37.0,252.0
2115,37.0,180.0
2116,37.0,130.0
2117,37.0,117.0
2118,36.0,491.0
2119,36.0,422.0
2120,36.0,413.0
2121,36.0,365.0
2122,36.0,343.0
2123,35.0,392.0
2124,35.0,238.0
2125,35.0,104.0
2126,34.0,432.0
2127,34.0,301.0
2128,34.0,38.0
2129,33.0,483.0
2130,33.0,261.0
2131,33.0,170.0
2132,33.0,91.0
2133,33.0,70.0
2134,32.0,354.0
2135,32.0,312.0
2136,32.0,281.0
2137,32.0,212.0
2138,32.0,200.0
2139,32.0,81.0
2140,32.0,59.0
2141,31.0,500.0
2142,31.0,444.0
2143,31.0,229.0
2144,31.0,160.0
2145,30.0,376.0
2146,30.0,138.0
2147,29.0,474.0
2148,29.0,463.0
2149,29.0,335.0
2150,29.0,29.0
2151,29.0,8.0
2152,28.0,511.0
2153,28.0,185.0
2154,27.0,399.0
2155,27.0,273.0
2156,27.0,148.0
2157,27.0,19.0
2158,26.0,454.0
2159,26.0,124.0
2160,26.0,49.0
2161,25.0,426.0
2162,25.0,363.0
2163,25.0,291.0
2164,25.0,251.0
2165,25.0,238.0
2166,25.0,112.0
2167,25.0,97.0
2168,24.0,413.0
2169,24.0,387.0
2170,24.0,344.0
2171,24.0,323.0
2172,24.0,219.0
2173,23.0,493.0
2174,22.0,437.0
2175,22.0,175.0
2176,22.0,76.0
2177,22.0,38.0
2178,21.0,311.0
2179,21.0,301.0
2180,21.0,263.0
2181,21.0,206.0
2182,20.0,482.0
2183,20.0,355.0
2184,20.0,196.0
2185,20.0,134.0
2186,20.0,0.0
2187,19.0,505.0
2188,19.0,333.0
2189,19.0,156.0
2190,19.0,59.0
2191,19.0,11.0
2192,18.0,374.0
2193,18.0,230.0
2194,17.0,165.0
2195,17.0,87.0
2196,16.0,470.0
2197,16.0,458.0
2198,16.0,447.0
2199,16.0,407.0
2200,16.0,283.0
2201,16.0,186.0
2202,16.0,145.0
2203,16.0,102.0
2204,16.0,47.0
2205,16.0,25.0
2206,15.0,420.0
2207,15.0,398.0
2208,15.0,248.0
2209,15.0,123.0
2210,14.0,511.0
2211,14.0,68.0
2212,13.0,386.0
2213,13.0,363.0
2214,13.0,273.0
2215,12.0,494.0
2216,12.0,432.0
2217,12.0,321.0
2218,12.0,218.0
2219,12.0,113.0
2220,11.0,295.0
2221,11.0,258.0
2222,10.0,341.0
2223,10.0,240.0
2224,10.0,35.0
2225,8.0,308.0
2226,8.0,207.0
2227,8.0,196.0
2228,8.0,176.0
2229,8.0,8.0
2230,7.0,481.0
2231,7.0,351.0
2232,7.0,93.0
2233,7.0,20.0
2234,6.0,506.0
2235,6.0,330.0
2236,6.0,134.0
2237,6.0,80.0
2238,5.0,0.0
2239,4.0,374.0
2240,4.0,266.0
2241,4.0,156.0
2242,3.0,467.0
2243,3.0,446.0
2244,3.0,415.0
2245,3.0,229.0
2246,3.0,186.0
2247,3.0,167.0
2248,3.0,107.0
2249,3.0,57.0
2250,2.0,489.0
2251,2.0,456.0
2252,2.0,394.0
2253,2.0,145.0
2254,2.0,81.0
2255,2.0,71.0
2256,2.0,48.0
2257,1.0,0.0
2258,0.0,509.0
2259,0.0,484.0
2260,0.0,470.0
2261,0.0,376.0
2262,0.0,355.0
2263,0.0,333.0
2264,0.0,311.0
2265,0.0,212.0
2266,0.0,200.0
2267,0.0,180.0
2268,0.0,160.0
2269,0.0,138.0
2270,0.0,98.0
2271,0.0,86.0
2272,0.0,41.0
2273,0.0,25.0
2274,0.0,14.0
